,roc_l1,roc_l2,roc_l3,roc_l4,sma_l1,sma_l2,sma_l3,sma_l4,Returns%,MaxR
1518,10,12,16,31,8,10,8,12,35.913395204837485,
1519,10,12,16,31,8,10,8,14,31.21728575390594,
1520,10,12,16,31,8,10,8,16,31.4835228525738,
1521,10,12,16,31,8,10,10,12,38.86035083618512,
1522,10,12,16,31,8,10,10,14,38.47402341135876,
1523,10,12,16,31,8,10,10,16,38.740795942031724,
1524,10,12,16,31,10,8,8,12,35.38859158480312,
1525,10,12,16,31,10,8,8,14,30.791370249138595,
1526,10,12,16,31,10,8,8,16,31.402112655053003,
1527,10,12,16,31,10,8,10,12,35.87324440950914,
1528,10,12,16,31,10,8,10,14,30.01153839828308,
1529,10,12,16,31,10,8,10,16,35.92940616647829,
1530,10,12,16,31,10,10,8,12,32.3412904728379,
1531,10,12,16,31,10,10,8,14,36.5634480264313,
1532,10,12,16,31,10,10,8,16,36.15995090674019,
1533,10,12,16,31,10,10,10,12,36.22816523996363,
1534,10,12,16,31,10,10,10,14,38.52575590048852,
1535,10,12,16,31,10,10,10,16,36.106188198746395,
1536,10,12,16,33,8,8,8,12,25.356658355580905,
1537,10,12,16,33,8,8,8,14,29.14888422506715,
1538,10,12,16,33,8,8,8,16,33.624496001394135,
1539,10,12,16,33,8,8,10,12,31.703184385373874,
1540,10,12,16,33,8,8,10,14,31.9429666709664,
1541,10,12,16,33,8,8,10,16,36.97126061475231,
1542,10,12,16,33,8,10,8,12,27.36100741668855,
1543,10,12,16,33,8,10,8,14,33.65002208315593,
1544,10,12,16,33,8,10,8,16,36.1216872808603,
1545,10,12,16,33,8,10,10,12,36.07658449278156,
1546,10,12,16,33,8,10,10,14,40.809080040647444,
1547,10,12,16,33,8,10,10,16,36.69784359799354,
1548,10,12,16,33,10,8,8,12,27.309169104827177,
1549,10,12,16,33,10,8,8,14,28.5955758228896,
1550,10,12,16,33,10,8,8,16,34.45333212146363,
1551,10,12,16,33,10,8,10,12,33.85259354271534,
1552,10,12,16,33,10,8,10,14,32.67603508825573,
1553,10,12,16,33,10,8,10,16,36.67863208622529,
1554,10,12,16,33,10,10,8,12,28.987841713894255,
1555,10,12,16,33,10,10,8,14,29.238696242468535,
1556,10,12,16,33,10,10,8,16,37.131772147722046,
1557,10,12,16,33,10,10,10,12,37.2004431014951,
1558,10,12,16,33,10,10,10,14,33.381150815878556,
1559,10,12,16,33,10,10,10,16,36.69909723046334,
1560,10,12,18,25,8,8,8,12,36.62113973932523,
1561,10,12,18,25,8,8,8,14,36.368697722895774,
1562,10,12,18,25,8,8,8,16,38.05571792157437,
1563,10,12,18,25,8,8,10,12,34.48673381846521,
1564,10,12,18,25,8,8,10,14,36.13539144163241,
1565,10,12,18,25,8,8,10,16,37.15806315688789,
1566,10,12,18,25,8,10,8,12,34.63422304981734,
1567,10,12,18,25,8,10,8,14,37.72358927376703,
1568,10,12,18,25,8,10,8,16,38.35371979134206,
1569,10,12,18,25,8,10,10,12,36.117557475574216,
1570,10,12,18,25,8,10,10,14,39.039435776582906,
1571,10,12,18,25,8,10,10,16,40.77813775303312,
1572,10,12,18,25,10,8,8,12,33.771255338321254,
1573,10,12,18,25,10,8,8,14,37.25257414118508,
1574,10,12,18,25,10,8,8,16,37.79706740530173,
1575,10,12,18,25,10,8,10,12,34.77721798434786,
1576,10,12,18,25,10,8,10,14,35.9481124842296,
1577,10,12,18,25,10,8,10,16,37.28390156101955,
1578,10,12,18,25,10,10,8,12,35.437714187272036,
1579,10,12,18,25,10,10,8,14,37.390162370700466,
1580,10,12,18,25,10,10,8,16,37.099183149291036,
1581,10,12,18,25,10,10,10,12,37.42237813471792,
1582,10,12,18,25,10,10,10,14,36.73590695036421,
1583,10,12,18,25,10,10,10,16,35.14609442711122,
1584,10,12,18,27,8,8,8,12,37.61188274828075,
1585,10,12,18,27,8,8,8,14,40.72522089884785,
1586,10,12,18,27,8,8,8,16,39.794093746437426,
1587,10,12,18,27,8,8,10,12,42.188369546783434,
1588,10,12,18,27,8,8,10,14,42.60152861107986,
1589,10,12,18,27,8,8,10,16,37.86091725371526,
1590,10,12,18,27,8,10,8,12,42.298807174483414,
1591,10,12,18,27,8,10,8,14,40.07227565465945,
1592,10,12,18,27,8,10,8,16,39.606656681753265,
1593,10,12,18,27,8,10,10,12,42.32740389058776,
1594,10,12,18,27,8,10,10,14,41.43499177708526,
1595,10,12,18,27,8,10,10,16,43.85112684643133,
1596,10,12,18,27,10,8,8,12,38.05302870315711,
1597,10,12,18,27,10,8,8,14,36.75357085270005,
1598,10,12,18,27,10,8,8,16,36.63706241200265,
1599,10,12,18,27,10,8,10,12,38.30055572850992,
1600,10,12,18,27,10,8,10,14,42.56665247190921,
1601,10,12,18,27,10,8,10,16,36.85874171071552,
1602,10,12,18,27,10,10,8,12,37.94926555116962,
1603,10,12,18,27,10,10,8,14,41.49844520848214,
1604,10,12,18,27,10,10,8,16,40.065374033308274,
1605,10,12,18,27,10,10,10,12,42.54619044306372,
1606,10,12,18,27,10,10,10,14,39.42588761474585,
1607,10,12,18,27,10,10,10,16,43.648549044334544,
1608,10,12,18,29,8,8,8,12,40.89176568729175,
1609,10,12,18,29,8,8,8,14,40.74218105091097,
1610,10,12,18,29,8,8,8,16,42.32134627301349,
1611,10,12,18,29,8,8,10,12,42.102391459700584,
1612,10,12,18,29,8,8,10,14,33.822724783788544,
1613,10,12,18,29,8,8,10,16,36.828245241427794,
1614,10,12,18,29,8,10,8,12,42.33418945662797,
1615,10,12,18,29,8,10,8,14,41.1660470476227,
1616,10,12,18,29,8,10,8,16,40.8836115402444,
1617,10,12,18,29,8,10,10,12,43.342837061351105,
1618,10,12,18,29,8,10,10,14,38.507729824189255,
1619,10,12,18,29,8,10,10,16,36.975888915333286,
1620,10,12,18,29,10,8,8,12,40.89176568729175,
1621,10,12,18,29,10,8,8,14,37.36032673972272,
1622,10,12,18,29,10,8,8,16,36.17758237471247,
1623,10,12,18,29,10,8,10,12,43.94220568976809,
1624,10,12,18,29,10,8,10,14,34.89507495633546,
1625,10,12,18,29,10,8,10,16,37.7888939576946,
1626,10,12,18,29,10,10,8,12,41.80326085421302,
1627,10,12,18,29,10,10,8,14,41.02394693681569,
1628,10,12,18,29,10,10,8,16,42.18232808502921,
1629,10,12,18,29,10,10,10,12,42.34116208063463,
1630,10,12,18,29,10,10,10,14,36.13387658826639,
1631,10,12,18,29,10,10,10,16,41.33616062720449,
1632,10,12,18,31,8,8,8,12,35.76841694599594,
1633,10,12,18,31,8,8,8,14,37.462535566717236,
1634,10,12,18,31,8,8,8,16,39.5867261051292,
1635,10,12,18,31,8,8,10,12,36.42844321065388,
1636,10,12,18,31,8,8,10,14,37.265103929330394,
1637,10,12,18,31,8,8,10,16,43.77515975981669,
1638,10,12,18,31,8,10,8,12,37.63708563725638,
1639,10,12,18,31,8,10,8,14,42.2790058531194,
1640,10,12,18,31,8,10,8,16,42.305166904803514,
1641,10,12,18,31,8,10,10,12,35.74424519751608,
1642,10,12,18,31,8,10,10,14,39.80154308827997,
1643,10,12,18,31,8,10,10,16,36.371846259516076,
1644,10,12,18,31,10,8,8,12,35.19661014940854,
1645,10,12,18,31,10,8,8,14,34.64317203692687,
1646,10,12,18,31,10,8,8,16,40.2278771127408,
1647,10,12,18,31,10,8,10,12,34.36869778534768,
1648,10,12,18,31,10,8,10,14,37.6535434167817,
1649,10,12,18,31,10,8,10,16,34.25688237738356,
1650,10,12,18,31,10,10,8,12,39.24813086526157,
1651,10,12,18,31,10,10,8,14,42.72591311082684,
1652,10,12,18,31,10,10,8,16,40.041462436497426,
1653,10,12,18,31,10,10,10,12,36.623877444588004,
1654,10,12,18,31,10,10,10,14,38.647848065742636,
1655,10,12,18,31,10,10,10,16,36.1451864775367,
1656,10,12,18,33,8,8,8,12,34.382214812944454,
1657,10,12,18,33,8,8,8,14,35.306364540971146,
1658,10,12,18,33,8,8,8,16,39.65741485454646,
1659,10,12,18,33,8,8,10,12,33.00844215020223,
1660,10,12,18,33,8,8,10,14,43.21048401848779,
1661,10,12,18,33,8,8,10,16,39.671219817993745,
1662,10,12,18,33,8,10,8,12,35.44397976045482,
1663,10,12,18,33,8,10,8,14,43.514132865750724,
1664,10,12,18,33,8,10,8,16,38.1322928844686,
1665,10,12,18,33,8,10,10,12,39.349507514898846,
1666,10,12,18,33,8,10,10,14,39.88931268285512,
1667,10,12,18,33,8,10,10,16,37.88075230815343,
1668,10,12,18,33,10,8,8,12,35.648658189700996,
1669,10,12,18,33,10,8,8,14,38.476483280756014,
1670,10,12,18,33,10,8,8,16,38.668612678058025,
1671,10,12,18,33,10,8,10,12,35.79067318854851,
1672,10,12,18,33,10,8,10,14,37.58382588339035,
1673,10,12,18,33,10,8,10,16,38.6092296000451,
1674,10,12,18,33,10,10,8,12,37.90475170838923,
1675,10,12,18,33,10,10,8,14,39.975599016310724,
1676,10,12,18,33,10,10,8,16,37.53261263657126,
1677,10,12,18,33,10,10,10,12,38.169761063959186,
1678,10,12,18,33,10,10,10,14,40.14379812849481,
1679,10,12,18,33,10,10,10,16,36.34606584430762,
1680,10,12,20,25,8,8,8,12,36.203441614066776,
1681,10,12,20,25,8,8,8,14,40.16090195794769,
1682,10,12,20,25,8,8,8,16,40.727437318391424,
1683,10,12,20,25,8,8,10,12,36.36641829238641,
1684,10,12,20,25,8,8,10,14,40.4635529369755,
1685,10,12,20,25,8,8,10,16,39.21142471460689,
1686,10,12,20,25,8,10,8,12,37.02231840660221,
1687,10,12,20,25,8,10,8,14,40.49580649247039,
1688,10,12,20,25,8,10,8,16,40.668604113817906,
1689,10,12,20,25,8,10,10,12,41.16696222319615,
1690,10,12,20,25,8,10,10,14,38.659608163277085,
1691,10,12,20,25,8,10,10,16,38.842245072511105,
1692,10,12,20,25,10,8,8,12,35.172977701352096,
1693,10,12,20,25,10,8,8,14,40.16090195794769,
1694,10,12,20,25,10,8,8,16,41.74674863245599,
1695,10,12,20,25,10,8,10,12,37.815063947196194,
1696,10,12,20,25,10,8,10,14,38.37500780175128,
1697,10,12,20,25,10,8,10,16,39.954608965614995,
1698,10,12,20,25,10,10,8,12,39.244202285318295,
1699,10,12,20,25,10,10,8,14,42.35017570352204,
1700,10,12,20,25,10,10,8,16,40.37400590640249,
1701,10,12,20,25,10,10,10,12,37.009968627359456,
1702,10,12,20,25,10,10,10,14,38.597422978260965,
1703,10,12,20,25,10,10,10,16,38.842245072511105,
1704,10,12,20,27,8,8,8,12,40.047228927517864,
1705,10,12,20,27,8,8,8,14,40.21535238004353,
1706,10,12,20,27,8,8,8,16,43.479609208438546,
1707,10,12,20,27,8,8,10,12,39.164491346972625,
1708,10,12,20,27,8,8,10,14,38.22319954944058,
1709,10,12,20,27,8,8,10,16,41.39999044023992,
1710,10,12,20,27,8,10,8,12,41.49195151224163,
1711,10,12,20,27,8,10,8,14,41.411476168425594,
1712,10,12,20,27,8,10,8,16,44.988627892382056,
1713,10,12,20,27,8,10,10,12,40.42437911162452,
1714,10,12,20,27,8,10,10,14,39.954608965614995,
1715,10,12,20,27,8,10,10,16,45.75990058264904,
1716,10,12,20,27,10,8,8,12,40.50245768761468,
1717,10,12,20,27,10,8,8,14,41.32700765013752,
1718,10,12,20,27,10,8,8,16,43.179123993988895,
1719,10,12,20,27,10,8,10,12,40.52600524616983,
1720,10,12,20,27,10,8,10,14,36.14121166150471,
1721,10,12,20,27,10,8,10,16,35.733689748513,
1722,10,12,20,27,10,10,8,12,41.84359203346503,
1723,10,12,20,27,10,10,8,14,41.579062530085736,
1724,10,12,20,27,10,10,8,16,45.883262106421085,
1725,10,12,20,27,10,10,10,12,41.39160090452185,
1726,10,12,20,27,10,10,10,14,38.68693436638287,
1727,10,12,20,27,10,10,10,16,40.454732110912886,
1728,10,12,20,29,8,8,8,12,42.36448066346085,
1729,10,12,20,29,8,8,8,14,42.133962194745834,
1730,10,12,20,29,8,8,8,16,44.62811697264442,
1731,10,12,20,29,8,8,10,12,41.869913541376974,
1732,10,12,20,29,8,8,10,14,36.028074388176265,
1733,10,12,20,29,8,8,10,16,37.81319275596587,
1734,10,12,20,29,8,10,8,12,42.01891523748614,
1735,10,12,20,29,8,10,8,14,39.237133269880275,
1736,10,12,20,29,8,10,8,16,44.6375528264972,
1737,10,12,20,29,8,10,10,12,39.122091939840146,
1738,10,12,20,29,8,10,10,14,39.37993570550509,
1739,10,12,20,29,8,10,10,16,34.062767853501924,
1740,10,12,20,29,10,8,8,12,42.623468913599936,
1741,10,12,20,29,10,8,8,14,39.05286909293187,
1742,10,12,20,29,10,8,8,16,45.276400289385606,
1743,10,12,20,29,10,8,10,12,37.2086634994435,
1744,10,12,20,29,10,8,10,14,36.72776315749587,
1745,10,12,20,29,10,8,10,16,38.46315786614369,
1746,10,12,20,29,10,10,8,12,42.85836867681411,
1747,10,12,20,29,10,10,8,14,42.00801346321089,
1748,10,12,20,29,10,10,8,16,43.17339866667041,
1749,10,12,20,29,10,10,10,12,41.06976396096516,
1750,10,12,20,29,10,10,10,14,40.42535201907788,
1751,10,12,20,29,10,10,10,16,32.07995202537265,
1752,10,12,20,31,8,8,8,12,38.752264950540564,
1753,10,12,20,31,8,8,8,14,40.90424514930814,
1754,10,12,20,31,8,8,8,16,43.622180865638,
1755,10,12,20,31,8,8,10,12,36.927519414820694,
1756,10,12,20,31,8,8,10,14,39.77502638899924,
1757,10,12,20,31,8,8,10,16,34.71498239225596,
1758,10,12,20,31,8,10,8,12,39.82306292068105,
1759,10,12,20,31,8,10,8,14,39.788858680685706,
1760,10,12,20,31,8,10,8,16,34.74346009591622,
1761,10,12,20,31,8,10,10,12,39.03684409832309,
1762,10,12,20,31,8,10,10,14,32.3195513600254,
1763,10,12,20,31,8,10,10,16,35.11433929255767,
1764,10,12,20,31,10,8,8,12,39.32607831101558,
1765,10,12,20,31,10,8,8,14,39.116087850932956,
1766,10,12,20,31,10,8,8,16,42.04137018200788,
1767,10,12,20,31,10,8,10,12,35.830814480897686,
1768,10,12,20,31,10,8,10,14,41.6772480503389,
1769,10,12,20,31,10,8,10,16,34.71498239225596,
1770,10,12,20,31,10,10,8,12,42.306948562583926,
1771,10,12,20,31,10,10,8,14,41.50793032978012,
1772,10,12,20,31,10,10,8,16,33.980205644822746,
1773,10,12,20,31,10,10,10,12,40.63870713622069,
1774,10,12,20,31,10,10,10,14,34.86466915876301,
1775,10,12,20,31,10,10,10,16,36.3405732558692,
1776,10,12,20,33,8,8,8,12,41.99924229567563,
1777,10,12,20,33,8,8,8,14,41.81820188340953,
1778,10,12,20,33,8,8,8,16,40.956573261309074,
1779,10,12,20,33,8,8,10,12,39.7098988351496,
1780,10,12,20,33,8,8,10,14,39.16892146787691,
1781,10,12,20,33,8,8,10,16,34.95777020330769,
1782,10,12,20,33,8,10,8,12,43.193910342852405,
1783,10,12,20,33,8,10,8,14,42.49368113089733,
1784,10,12,20,33,8,10,8,16,37.30671927775225,
1785,10,12,20,33,8,10,10,12,43.6100379171163,
1786,10,12,20,33,8,10,10,14,39.46893163674852,
1787,10,12,20,33,8,10,10,16,32.94356967233634,
1788,10,12,20,33,10,8,8,12,43.75596813595345,
1789,10,12,20,33,10,8,8,14,41.606210141836044,
1790,10,12,20,33,10,8,8,16,40.20353850582816,
1791,10,12,20,33,10,8,10,12,39.99162223983839,
1792,10,12,20,33,10,8,10,14,39.91699488877674,
1793,10,12,20,33,10,8,10,16,33.304286820690436,
1794,10,12,20,33,10,10,8,12,43.61694709554365,
1795,10,12,20,33,10,10,8,14,39.71860144922633,
1796,10,12,20,33,10,10,8,16,38.22247940146988,
1797,10,12,20,33,10,10,10,12,34.900076040629784,
1798,10,12,20,33,10,10,10,14,36.80023214448096,
1799,10,12,20,33,10,10,10,16,33.16535598788872,
1800,10,12,22,25,8,8,8,12,39.85931046363319,
1801,10,12,22,25,8,8,8,14,37.84369309312737,
1802,10,12,22,25,8,8,8,16,41.6356165749452,
1803,10,12,22,25,8,8,10,12,40.3073735435224,
1804,10,12,22,25,8,8,10,14,36.214601888978336,
1805,10,12,22,25,8,8,10,16,39.48469451348228,
1806,10,12,22,25,8,10,8,12,38.80869143428964,
1807,10,12,22,25,8,10,8,14,36.87364289654019,
1808,10,12,22,25,8,10,8,16,41.926923136169705,
1809,10,12,22,25,8,10,10,12,37.92900632295118,
1810,10,12,22,25,8,10,10,14,36.06631833124905,
1811,10,12,22,25,8,10,10,16,39.37905753109095,
1812,10,12,22,25,10,8,8,12,36.88312976539507,
1813,10,12,22,25,10,8,8,14,37.84369309312737,
1814,10,12,22,25,10,8,8,16,41.028382021525914,
1815,10,12,22,25,10,8,10,12,36.767407962218755,
1816,10,12,22,25,10,8,10,14,36.17661305192354,
1817,10,12,22,25,10,8,10,16,40.006891836193546,
1818,10,12,22,25,10,10,8,12,36.93503189340046,
1819,10,12,22,25,10,10,8,14,38.536687154067124,
1820,10,12,22,25,10,10,8,16,42.26211380891476,
1821,10,12,22,25,10,10,10,12,35.809288955145405,
1822,10,12,22,25,10,10,10,14,35.846711880282584,
1823,10,12,22,25,10,10,10,16,39.516621173970265,
1824,10,12,22,27,8,8,8,12,42.13131993950037,
1825,10,12,22,27,8,8,8,14,39.67976434295255,
1826,10,12,22,27,8,8,8,16,41.73295865072964,
1827,10,12,22,27,8,8,10,12,37.85026528353325,
1828,10,12,22,27,8,8,10,14,36.282816876455655,
1829,10,12,22,27,8,8,10,16,39.11508643791251,
1830,10,12,22,27,8,10,8,12,40.148622585062384,
1831,10,12,22,27,8,10,8,14,37.50522441120626,
1832,10,12,22,27,8,10,8,16,45.82579825421905,
1833,10,12,22,27,8,10,10,12,36.17661305192354,
1834,10,12,22,27,8,10,10,14,37.454366218570954,
1835,10,12,22,27,8,10,10,16,40.90268950933489,
1836,10,12,22,27,10,8,8,12,40.32455810170754,
1837,10,12,22,27,10,8,8,14,38.3871092271996,
1838,10,12,22,27,10,8,8,16,41.214666184213826,
1839,10,12,22,27,10,8,10,12,36.17661305192354,
1840,10,12,22,27,10,8,10,14,35.28475377566281,
1841,10,12,22,27,10,8,10,16,39.44097657661047,
1842,10,12,22,27,10,10,8,12,39.41551482646514,
1843,10,12,22,27,10,10,8,14,37.50522441120626,
1844,10,12,22,27,10,10,8,16,46.92494749986696,
1845,10,12,22,27,10,10,10,12,35.62988895484932,
1846,10,12,22,27,10,10,10,14,36.94155383751749,
1847,10,12,22,27,10,10,10,16,33.833318609104396,
1848,10,12,22,29,8,8,8,12,42.91081606787529,
1849,10,12,22,29,8,8,8,14,39.82724946975543,
1850,10,12,22,29,8,8,8,16,42.98711494299232,
1851,10,12,22,29,8,8,10,12,37.35185866895196,
1852,10,12,22,29,8,8,10,14,37.84820690915825,
1853,10,12,22,29,8,8,10,16,34.30240098697965,
1854,10,12,22,29,8,10,8,12,38.32560748224631,
1855,10,12,22,29,8,10,8,14,42.980424910806164,
1856,10,12,22,29,8,10,8,16,41.86450042679567,
1857,10,12,22,29,8,10,10,12,36.28551999804304,
1858,10,12,22,29,8,10,10,14,36.27755302825943,
1859,10,12,22,29,8,10,10,16,35.17768408625855,
1860,10,12,22,29,10,8,8,12,40.398402327727126,
1861,10,12,22,29,10,8,8,14,41.20465599551284,
1862,10,12,22,29,10,8,8,16,42.30035065078647,
1863,10,12,22,29,10,8,10,12,36.282816876455655,
1864,10,12,22,29,10,8,10,14,37.03654688942402,
1865,10,12,22,29,10,8,10,16,33.872317632278765,
1866,10,12,22,29,10,10,8,12,37.69415175399149,
1867,10,12,22,29,10,10,8,14,39.61618905804613,
1868,10,12,22,29,10,10,8,16,33.992375852356645,
1869,10,12,22,29,10,10,10,12,34.152726321035914,
1870,10,12,22,29,10,10,10,14,34.825157995800794,
1871,10,12,22,29,10,10,10,16,35.66090700288052,
1872,10,12,22,31,8,8,8,12,38.75900954984402,
1873,10,12,22,31,8,8,8,14,40.557967774453516,
1874,10,12,22,31,8,8,8,16,34.65277205420588,
1875,10,12,22,31,8,8,10,12,39.22079132381688,
1876,10,12,22,31,8,8,10,14,32.68184538052873,
1877,10,12,22,31,8,8,10,16,35.5907502144436,
1878,10,12,22,31,8,10,8,12,39.60255103486864,
1879,10,12,22,31,8,10,8,14,42.1173412977362,
1880,10,12,22,31,8,10,8,16,33.39192399645995,
1881,10,12,22,31,8,10,10,12,40.47416901568286,
1882,10,12,22,31,8,10,10,14,34.96559473078298,
1883,10,12,22,31,8,10,10,16,35.06324729436977,
1884,10,12,22,31,10,8,8,12,39.26396726169557,
1885,10,12,22,31,10,8,8,14,40.54644120881983,
1886,10,12,22,31,10,8,8,16,33.82046402009644,
1887,10,12,22,31,10,8,10,12,36.36242160571476,
1888,10,12,22,31,10,8,10,14,34.779659370194935,
1889,10,12,22,31,10,8,10,16,34.411808985407106,
1890,10,12,22,31,10,10,8,12,39.07957906391553,
1891,10,12,22,31,10,10,8,14,40.67869903382697,
1892,10,12,22,31,10,10,8,16,33.165707152565176,
1893,10,12,22,31,10,10,10,12,34.86660875573719,
1894,10,12,22,31,10,10,10,14,35.30895320297745,
1895,10,12,22,31,10,10,10,16,33.94908784769268,
1896,10,12,22,33,8,8,8,12,42.77872641329438,
1897,10,12,22,33,8,8,8,14,44.12390950887561,
1898,10,12,22,33,8,8,8,16,36.33623046416531,
1899,10,12,22,33,8,8,10,12,43.584504614044135,
1900,10,12,22,33,8,8,10,14,34.091997530903,
1901,10,12,22,33,8,8,10,16,32.997747970220615,
1902,10,12,22,33,8,10,8,12,41.897949973606586,
1903,10,12,22,33,8,10,8,14,37.93507820261854,
1904,10,12,22,33,8,10,8,16,35.55398397116315,
1905,10,12,22,33,8,10,10,12,34.28357780730482,
1906,10,12,22,33,8,10,10,14,35.39708464699993,
1907,10,12,22,33,8,10,10,16,33.35565593457048,
1908,10,12,22,33,10,8,8,12,41.4349325719983,
1909,10,12,22,33,10,8,8,14,36.46379922011903,
1910,10,12,22,33,10,8,8,16,34.37536241909558,
1911,10,12,22,33,10,8,10,12,36.22519323869332,
1912,10,12,22,33,10,8,10,14,34.39744207256018,
1913,10,12,22,33,10,8,10,16,32.05141146834663,
1914,10,12,22,33,10,10,8,12,41.475066929260066,
1915,10,12,22,33,10,10,8,14,33.292156302371836,
1916,10,12,22,33,10,10,8,16,32.97940214283602,
1917,10,12,22,33,10,10,10,12,34.28357780730482,
1918,10,12,22,33,10,10,10,14,35.370904219646434,
1919,10,12,22,33,10,10,10,16,34.09091163648415,
1920,10,14,16,25,8,8,8,12,33.20586894304037,
1921,10,14,16,25,8,8,8,14,31.505676879286767,
1922,10,14,16,25,8,8,8,16,33.626896408291856,
1923,10,14,16,25,8,8,10,12,33.21977177143424,
1924,10,14,16,25,8,8,10,14,36.32622069713716,
1925,10,14,16,25,8,8,10,16,38.18452077626219,
1926,10,14,16,25,8,10,8,12,34.039915885241356,
1927,10,14,16,25,8,10,8,14,32.83689179166262,
1928,10,14,16,25,8,10,8,16,38.021686595198105,
1929,10,14,16,25,8,10,10,12,34.55251346812173,
1930,10,14,16,25,8,10,10,14,34.140433875848316,
1931,10,14,16,25,8,10,10,16,36.70558897570885,
1932,10,14,16,25,10,8,8,12,33.992730158524296,
1933,10,14,16,25,10,8,8,14,28.230345496423126,
1934,10,14,16,25,10,8,8,16,32.046697828293645,
1935,10,14,16,25,10,8,10,12,35.936674862558476,
1936,10,14,16,25,10,8,10,14,35.08784220847218,
1937,10,14,16,25,10,8,10,16,34.92915001701937,
1938,10,14,16,25,10,10,8,12,34.01621396170643,
1939,10,14,16,25,10,10,8,14,28.772473806686747,
1940,10,14,16,25,10,10,8,16,36.48969427102506,
1941,10,14,16,25,10,10,10,12,35.862721219092805,
1942,10,14,16,25,10,10,10,14,35.63517510136714,
1943,10,14,16,25,10,10,10,16,36.29323282622238,
1944,10,14,16,27,8,8,8,12,34.21509042727311,
1945,10,14,16,27,8,8,8,14,35.19994197726828,
1946,10,14,16,27,8,8,8,16,34.243078216788916,
1947,10,14,16,27,8,8,10,12,40.714280598321835,
1948,10,14,16,27,8,8,10,14,41.262140854797394,
1949,10,14,16,27,8,8,10,16,35.348608131926625,
1950,10,14,16,27,8,10,8,12,37.221371096589735,
1951,10,14,16,27,8,10,8,14,36.715034408072256,
1952,10,14,16,27,8,10,8,16,35.94931057287121,
1953,10,14,16,27,8,10,10,12,40.95678781304821,
1954,10,14,16,27,8,10,10,14,37.98209757015857,
1955,10,14,16,27,8,10,10,16,40.80613421316684,
1956,10,14,16,27,10,8,8,12,30.1142802517779,
1957,10,14,16,27,10,8,8,14,31.873954371792422,
1958,10,14,16,27,10,8,8,16,34.513777840555605,
1959,10,14,16,27,10,8,10,12,36.09637862000139,
1960,10,14,16,27,10,8,10,14,37.2985973294937,
1961,10,14,16,27,10,8,10,16,35.74447640978218,
1962,10,14,16,27,10,10,8,12,34.475665788753474,
1963,10,14,16,27,10,10,8,14,36.071506706318786,
1964,10,14,16,27,10,10,8,16,35.328529894543294,
1965,10,14,16,27,10,10,10,12,38.16591671887309,
1966,10,14,16,27,10,10,10,14,35.57254160958158,
1967,10,14,16,27,10,10,10,16,38.77595618974519,
1968,10,14,16,29,8,8,8,12,37.626090714901835,
1969,10,14,16,29,8,8,8,14,34.007178648326544,
1970,10,14,16,29,8,8,8,16,37.1587706720635,
1971,10,14,16,29,8,8,10,12,38.43037782457614,
1972,10,14,16,29,8,8,10,14,35.06005509927871,
1973,10,14,16,29,8,8,10,16,37.844021668077346,
1974,10,14,16,29,8,10,8,12,34.951094215121,
1975,10,14,16,29,8,10,8,14,33.40195420869554,
1976,10,14,16,29,8,10,8,16,35.051126129364434,
1977,10,14,16,29,8,10,10,12,43.25128934324039,
1978,10,14,16,29,8,10,10,14,35.157546485047106,
1979,10,14,16,29,8,10,10,16,41.36143812343059,
1980,10,14,16,29,10,8,8,12,33.62358096575156,
1981,10,14,16,29,10,8,8,14,30.799238562733763,
1982,10,14,16,29,10,8,8,16,32.273327959086714,
1983,10,14,16,29,10,8,10,12,36.69204996242274,
1984,10,14,16,29,10,8,10,14,32.1550496910921,
1985,10,14,16,29,10,8,10,16,37.62415455017188,
1986,10,14,16,29,10,10,8,12,34.68967260676891,
1987,10,14,16,29,10,10,8,14,33.01151421544134,
1988,10,14,16,29,10,10,8,16,36.365548227410954,
1989,10,14,16,29,10,10,10,12,39.552635806810656,
1990,10,14,16,29,10,10,10,14,33.49561940400426,
1991,10,14,16,29,10,10,10,16,41.42016511163112,
1992,10,14,16,31,8,8,8,12,36.11589126666871,
1993,10,14,16,31,8,8,8,14,33.13456479960527,
1994,10,14,16,31,8,8,8,16,34.24562405361516,
1995,10,14,16,31,8,8,10,12,39.712429429268354,
1996,10,14,16,31,8,8,10,14,35.93891746921767,
1997,10,14,16,31,8,8,10,16,36.86608733409386,
1998,10,14,16,31,8,10,8,12,35.70981405436922,
1999,10,14,16,31,8,10,8,14,39.97242778030687,
2000,10,14,16,31,8,10,8,16,39.9309227601465,
2001,10,14,16,31,8,10,10,12,41.14387475974996,
2002,10,14,16,31,8,10,10,14,40.59859840752901,
2003,10,14,16,31,8,10,10,16,32.502438113389786,
2004,10,14,16,31,10,8,8,12,35.30186762773073,
2005,10,14,16,31,10,8,8,14,39.626971678037705,
2006,10,14,16,31,10,8,8,16,35.886626493396534,
2007,10,14,16,31,10,8,10,12,36.753533482343585,
2008,10,14,16,31,10,8,10,14,37.26198023979313,
2009,10,14,16,31,10,8,10,16,38.43920846351605,
2010,10,14,16,31,10,10,8,12,35.10357134216588,
2011,10,14,16,31,10,10,8,14,37.91834127726506,
2012,10,14,16,31,10,10,8,16,37.91844329488751,
2013,10,14,16,31,10,10,10,12,38.63620970807423,
2014,10,14,16,31,10,10,10,14,39.146727175351884,
2015,10,14,16,31,10,10,10,16,31.662371337233793,
