,Date,Close,UPRBB,MIDBB,LWRBB
66,2015-01-09,8284.5,8414.349270319142,8224.197509799997,8034.045749280851
67,2015-01-12,8323.0,8418.600381972377,8225.702490249996,8032.804598527615
68,2015-01-13,8299.400391,8425.153036951582,8229.467529349997,8033.782021748411
69,2015-01-14,8277.549805,8429.148384120232,8232.365039149996,8035.58169417976
70,2015-01-15,8494.150391,8467.048855773997,8253.692553799996,8040.336251825995
71,2015-01-16,8513.799805,8494.098765903993,8277.892553799997,8061.686341696
72,2015-01-19,8550.700195,8537.961793120709,8297.462573299998,8056.9633534792865
73,2015-01-20,8695.599609,8617.263659596973,8320.982543999997,8024.701428403022
74,2015-01-21,8729.5,8689.372094641047,8341.257543999996,7993.142993358947
75,2015-01-22,8761.400391,8759.184890263714,8365.977563549997,7972.770236836282
76,2015-01-23,8835.599609,8833.431910543775,8399.052539099997,7964.6731676562185
77,2015-01-27,8910.5,8914.301217988068,8434.542529349997,7954.783840711926
78,2015-01-28,8914.299805,8984.14738812443,8467.942529349997,7951.737670575565
79,2015-01-29,8952.349609,9051.31537027019,8503.147509799997,7954.979649329806
80,2015-01-30,8808.900391,9083.554506910315,8529.457519599997,7975.360532289677
81,2015-02-02,8797.400391,9112.27749257713,8549.555029399995,7986.832566222861
82,2015-02-03,8756.549805,9132.381454354221,8568.462500099995,8004.543545845769
83,2015-02-04,8723.700195,9125.888054610456,8598.280004949997,8070.671955289537
84,2015-02-05,8711.700195,9103.456085943324,8628.760009799997,8154.063933656669
85,2015-02-06,8661.049805,9087.042099372171,8650.082519599997,8213.122939827823
86,2015-02-09,8526.349609,9068.874073087258,8662.175000049996,8255.475927012734
87,2015-02-10,8565.549805,9051.836001760272,8674.302490299995,8296.768978839718
88,2015-02-11,8627.400391,9025.773227896183,8690.702490299995,8355.631752703806
89,2015-02-12,8711.549805,8985.24930111922,8712.402490299995,8439.55567948077
90,2015-02-13,8805.5,8983.354841851102,8727.969970749995,8472.585099648888
91,2015-02-16,8809.349609,8979.474310040676,8742.747460949995,8506.020611859314
92,2015-02-18,8869.099609,8983.5425589859,8758.667431649996,8533.79230431409
93,2015-02-19,8895.299805,8999.394382303695,8768.652441449995,8537.910500596294
94,2015-02-20,8833.599609,9005.575099484278,8773.857421899995,8542.139744315711
95,2015-02-23,8754.950195,9005.34352887721,8773.534912099994,8541.726295322778
96,2015-02-24,8762.099609,8999.848924383758,8769.859912099995,8539.870899816233
97,2015-02-25,8767.25,8982.961436257196,8762.697412099995,8542.433387942794
98,2015-02-26,8683.849609,8961.953143204362,8751.174902299996,8540.396661395629
99,2015-02-27,8844.599609,8939.752606756963,8745.787402299995,8551.822197843027
101,2015-03-02,8956.75,8967.477202283677,8753.179882749995,8538.882563216313
102,2015-03-03,8996.25,9002.984797768706,8763.122363199995,8523.259928631283
103,2015-03-04,8922.650391,9021.61173026794,8771.427392499996,8521.243054732053
104,2015-03-05,8937.75,9041.849335455247,8782.129882749996,8522.410430044745
105,2015-03-09,8756.75,9042.305146152004,8784.382372999995,8526.459599847985
106,2015-03-10,8712.049805,9040.6959485823,8786.932372999994,8533.168797417688
107,2015-03-11,8699.950195,9022.275350592587,8795.612402299996,8568.949454007405
108,2015-03-12,8776.0,9005.75445598825,8806.134912049996,8606.515368111743
109,2015-03-13,8647.75,9003.109888992874,8807.152392499996,8611.194896007119
110,2015-03-16,8633.150391,9010.076571334643,8803.232421799996,8596.388272265349
111,2015-03-17,8723.299805,9009.02094550646,8799.122412049996,8589.223878593531
112,2015-03-18,8685.900391,9008.75945202423,8792.949951149996,8577.140450275763
113,2015-03-19,8634.650391,9004.945793730536,8781.227490249996,8557.509186769455
114,2015-03-20,8570.900391,9000.625485726434,8765.007519549998,8529.389553373561
115,2015-03-23,8550.900391,9002.537004750351,8750.872558649997,8499.208112549642
116,2015-03-24,8542.950195,9008.525817220421,8740.272558649998,8472.019300079575
117,2015-03-25,8530.799805,9012.49271156954,8728.707568449998,8444.922425330456
118,2015-03-26,8342.150391,9038.779103355208,8707.452587999996,8376.126072644785
119,2015-03-27,8341.400391,9059.971637900648,8690.330127099998,8320.688616299349
120,2015-03-30,8492.299805,9044.970481844439,8672.715136899997,8300.459791955554
121,2015-03-31,8491.0,9004.755545690545,8649.427636899996,8294.099728109448
122,2015-04-01,8586.25,8945.163989347424,8628.927636899996,8312.691284452569
123,2015-04-06,8659.900391,8900.953127223778,8615.790136899997,8330.627146576217
124,2015-04-07,8660.299805,8845.02652588562,8601.917627149996,8358.808728414373
125,2015-04-08,8714.400391,8837.91724883916,8599.800146699996,8361.683044560832
126,2015-04-09,8778.299805,8849.504086303827,8603.112646699996,8356.721207096165
127,2015-04-10,8780.349609,8862.631612733781,8607.132617399995,8351.633622066209
128,2015-04-13,8834.0,8874.752197058937,8610.032617399997,8345.313037741056
130,2015-04-16,8706.700195,8880.76300410136,8612.980127149996,8345.197250198633
131,2015-04-17,8606.0,8879.250178396405,8611.622607599997,8343.995036803588
132,2015-04-20,8448.099609,8869.581365471136,8597.862597799996,8326.143830128856
133,2015-04-21,8377.75,8867.761466044443,8582.455078249997,8297.148690455551
134,2015-04-22,8429.700195,8864.263156307452,8572.207568449998,8280.151980592544
135,2015-04-23,8398.299805,8865.81859622201,8563.577539149996,8261.33648207798
136,2015-04-24,8305.25,8874.91470230867,8551.295019599997,8227.675336891323
137,2015-04-27,8213.799805,8891.984810188565,8534.837500099995,8177.6901900114235
138,2015-04-28,8285.599609,8896.737467853634,8522.577490299995,8148.417512746355
139,2015-04-29,8239.75,8904.590707957932,8517.457470749996,8130.324233542061
140,2015-04-30,8181.5,8917.921841950487,8509.462451199995,8101.003060449505
141,2015-05-04,8331.950195,8917.54618454953,8501.444970699997,8085.343756850463
142,2015-05-05,8324.799805,8916.686197570938,8493.134960949996,8069.5837243290525
143,2015-05-06,8097.0,8924.838071774431,8468.672460949996,8012.506850125562
144,2015-05-07,8057.299805,8920.406470978236,8438.542431649996,7956.678392321755
145,2015-05-08,8191.5,8897.155395781185,8415.102441399995,7933.049487018805
146,2015-05-11,8325.25,8857.83736039555,8395.644921849995,7933.45248330444
147,2015-05-12,8126.950195,8802.99682860595,8363.077441349997,7923.158054094043
148,2015-05-13,8235.450195,8732.287805134032,8335.832470649997,7939.377136165963
149,2015-05-14,8224.200195,8627.273509529641,8305.342480399999,7983.411451270356
150,2015-05-15,8262.349609,8543.964099139183,8283.124951099997,8022.285803060811
151,2015-05-18,8373.650391,8488.871236326644,8271.507470649998,8054.143704973352
152,2015-05-19,8365.650391,8473.482326536297,8267.385009749998,8061.287692963698
153,2015-05-20,8423.25,8481.80268544811,8269.660009749998,8057.517334051885
154,2015-05-21,8421.0,8480.017286203138,8269.224999999997,8058.432713796855
155,2015-05-22,8458.950195,8492.405801334475,8272.257519499999,8052.109237665523
156,2015-05-25,8370.25,8499.590580199747,8275.507519499999,8051.424458800251
157,2015-05-26,8339.349609,8505.6235881154,8281.7850097,8057.946431284597
158,2015-05-27,8334.599609,8509.3185728352,8284.235009699998,8059.151446564795
159,2015-05-28,8319.0,8512.773395225224,8288.1975097,8063.621624174775
160,2015-05-29,8433.650391,8528.450298462547,8300.80502925,8073.159760037452
161,2015-06-01,8433.400391,8540.84815415354,8305.877539049998,8070.906923946456
162,2015-06-02,8236.450195,8538.247759863776,8301.46005855,8064.6723572362225
163,2015-06-03,8135.100098000001,8533.753346070765,8303.365063449999,8072.976780829233
164,2015-06-04,8130.649901999999,8522.799263644585,8307.032568300001,8091.265872955417
165,2015-06-05,8114.700195,8530.06447530224,8303.19257805,8076.32068079776
166,2015-06-08,8044.149901999999,8543.428036688194,8289.137573150001,8034.847109611807
167,2015-06-09,8022.399901999999,8555.92011661967,8283.910058500001,8011.900000380331
168,2015-06-10,8124.450195,8558.928290320904,8278.3600585,7997.791826679097
169,2015-06-11,7965.350098000001,8578.502309714819,8265.41755365,7952.3327975851835
170,2015-06-12,7982.899901999999,8589.086114243648,8251.4450683,7913.804022356351
171,2015-06-15,8013.899901999999,8581.846181942765,8233.45754385,7885.068905757235
172,2015-06-16,8047.299805,8569.569306120853,8217.540014549999,7865.510722979145
173,2015-06-17,8091.549805,8543.299134190565,8200.955004799998,7858.610875409431
174,2015-06-18,8174.600098000001,8514.998312114401,8188.635009699999,7862.271707285596
175,2015-06-19,8224.950195,8478.316903405106,8176.935009699999,7875.5531159948905
176,2015-06-22,8353.099609,8475.232806817423,8176.077490149999,7876.922173482576
177,2015-06-23,8381.549805,8482.738277369794,8178.187499949998,7873.636722530201
178,2015-06-24,8360.849609,8487.099990104123,8179.499999949998,7871.900009795872
179,2015-06-25,8398.0,8500.477072091791,8183.4499999499985,7866.422927808206
180,2015-06-26,8381.099609,8489.88942149731,8180.822460849998,7871.755500202687
181,2015-06-29,8318.400391,8468.223099454792,8175.072460849998,7881.921822245205
182,2015-06-30,8368.5,8486.367130346218,8181.674951099997,7876.982771853776
183,2015-07-01,8453.049805,8524.40662361513,8197.572436449997,7870.738249284863
184,2015-07-02,8444.900391,8556.383107366737,8213.284960899997,7870.1868144332575
185,2015-07-03,8484.900391,8592.016008854207,8231.794970699997,7871.573932545786
186,2015-07-06,8522.150391,8626.761043314842,8255.694995149996,7884.628946985149
187,2015-07-07,8510.799805,8650.819212795626,8280.114990299995,7909.410767804364
188,2015-07-08,8363.049805,8656.968283302009,8292.044970799994,7927.12165829798
189,2015-07-09,8328.549805,8641.251216451536,8310.204956149993,7979.15869584845
190,2015-07-10,8360.549805,8622.465331768915,8329.087451299993,8035.709570831071
191,2015-07-13,8459.650391,8609.548346149872,8351.374975749994,8093.201605350116
192,2015-07-14,8454.099609,8590.043742848862,8371.714965949994,8153.386189051125
193,2015-07-15,8523.799805,8577.841443819574,8393.327465949993,8208.813488080412
194,2015-07-16,8608.049805,8593.051260942568,8414.999951299993,8236.948641657418
195,2015-07-17,8609.849609,8608.978330008074,8434.244921999993,8259.51151399191
196,2015-07-20,8603.450195,8632.539890412767,8446.762451299994,8260.98501218722
197,2015-07-21,8529.450195,8640.777725608812,8454.157470799993,8267.537215991175
198,2015-07-22,8633.5,8665.231142978668,8467.789990349995,8270.348837721322
199,2015-07-23,8589.799805,8679.133183366894,8477.379980599993,8275.626777833093
200,2015-07-24,8521.549805,8681.774933408587,8484.402490399993,8287.030047391398
201,2015-07-27,8361.0,8677.16641452131,8486.532470849994,8295.898527178677
202,2015-07-28,8337.0,8680.16309007564,8484.957470849993,8289.751851624345
203,2015-07-29,8375.049805,8681.980213957428,8481.057470849993,8280.13472774256
204,2015-07-30,8421.799805,8681.962730103814,8479.902441549992,8277.842152996169
205,2015-07-31,8532.849609,8685.742990401073,8482.299902449991,8278.85681449891
206,2015-08-03,8543.049805,8687.861673444826,8483.344873149992,8278.828072855158
207,2015-08-04,8516.900391,8688.357224331381,8483.649902449992,8278.942580568602
208,2015-08-05,8567.950195,8693.637974568392,8493.894921949994,8294.151869331596
209,2015-08-06,8588.650391,8694.835600400696,8506.899951249994,8318.964302099292
210,2015-08-07,8564.599609,8693.378635098668,8517.102441449995,8340.826247801322
211,2015-08-10,8525.599609,8694.60616661118,8520.399902349995,8346.19363808881
212,2015-08-11,8462.349609,8694.395606392538,8520.812402349995,8347.229198307452
213,2015-08-12,8349.450195,8701.808863659273,8512.094921849995,8322.380980040718
214,2015-08-13,8355.849609,8695.757582158114,8499.484912049997,8303.21224194188
215,2015-08-14,8518.549805,8684.518048644437,8494.919921849996,8305.321795055555
216,2015-08-17,8477.299805,8671.27478189603,8488.612402349994,8305.950022803958
217,2015-08-18,8466.549805,8667.33346905048,8485.467382849993,8303.601296649505
218,2015-08-19,8495.150391,8646.716876072918,8478.549902399993,8310.382928727067
219,2015-08-20,8372.75,8633.634730715125,8467.697412149993,8301.760093584862
220,2015-08-21,8299.950195,8636.427799203131,8456.617431649995,8276.807064096858
221,2015-08-24,7809.0,8768.864562568608,8429.017431649994,8089.170300731381
222,2015-08-25,7880.700195,8824.313595733898,8406.202441399995,7988.091287066093
223,2015-08-26,7791.850098000001,8877.533304112214,8377.042456049996,7876.551607987778
224,2015-08-27,7948.950195,8888.467723099917,8353.399975549997,7818.332228000078
225,2015-08-28,8001.950195,8876.904795254219,8326.855004849998,7776.805214445778
226,2015-08-31,7971.299805,8860.306943818507,8298.267504849999,7736.228065881491
227,2015-09-01,7785.850098000001,8857.934502130749,8261.714990199998,7665.495478269247
228,2015-09-02,7717.0,8844.130252158777,8219.167480449996,7594.204708741216
229,2015-09-03,7823.0,8804.350274824777,8180.884960899997,7557.419646975216
230,2015-09-04,7655.049805,8773.541160147233,8135.407470699996,7497.273781252759
231,2015-09-07,7558.799805,8746.853854051149,8087.067480499996,7427.2811069488425
232,2015-09-08,7688.25,8706.272744366062,8048.362500049996,7390.452255733929
233,2015-09-09,7818.600098000001,8671.364750038636,8021.819995199995,7372.275240361354
234,2015-09-10,7788.100098000001,8631.026199478525,7993.432519649995,7355.838839821466
235,2015-09-11,7789.299805,8549.9693187246,7956.970019649995,7363.970720575391
236,2015-09-14,7872.25,8467.37189592842,7926.717529399995,7386.063162871571
237,2015-09-15,7829.100098000001,8373.054886759597,7894.845044049996,7416.635201340395
238,2015-09-16,7899.149901999999,8251.15743791374,7865.0450195999965,7478.932601286254
239,2015-09-18,7981.899901999999,8155.475628796866,7845.502514699996,7535.529400603126
240,2015-09-21,7977.100098000001,8064.207976345018,7829.360009849996,7594.512043354973
241,2015-09-22,7812.0,8064.307048714774,7829.510009849995,7594.712970985216
242,2015-09-23,7845.950195,8061.4863706377455,7827.772509849996,7594.058649062246
243,2015-09-24,7868.5,8065.352439429569,7831.605004949995,7597.857570470422
244,2015-09-28,7795.700195,8051.457609583161,7823.942504949996,7596.427400316831
245,2015-09-29,7843.299805,8027.920742986259,7816.009985449995,7604.099227913731
246,2015-09-30,7948.899901999999,8023.556946093264,7814.889990299996,7606.223034506727
247,2015-10-01,7950.899901999999,8039.872886127268,7823.142480499996,7606.412074872724
248,2015-10-05,8119.299805,8090.9703794798315,7843.257470749995,7595.544562020159
249,2015-10-06,8152.899901999999,8143.150782270126,7859.752465849995,7576.354149429864
250,2015-10-07,8177.399901999999,8185.641325833483,7885.869970699996,7586.098615566509
251,2015-10-08,8129.350098000001,8190.795332744345,7914.397485349997,7637.999637955649
252,2015-10-09,8189.700195,8220.429325221983,7939.4699950999975,7658.510664978011
253,2015-10-12,8143.600098000001,8244.723548712218,7955.7199950999975,7666.716441487777
254,2015-10-13,8131.700195,8260.797663062744,7972.899999949998,7685.002336837253
255,2015-10-14,8107.899901999999,8269.109826219075,7988.830004799999,7708.550183380922
256,2015-10-15,8179.5,8291.16901890425,8004.192504799999,7717.2159906957495
257,2015-10-16,8238.150391,8317.328269401843,8024.645019449999,7731.961769498156
258,2015-10-19,8275.049805,8350.133775139233,8043.440014599999,7736.746254060764
259,2015-10-20,8261.650391,8377.528054245524,8057.427539049999,7737.327023854475
260,2015-10-21,8251.700195,8400.183129398725,8071.157543899999,7742.131958401273
261,2015-10-23,8295.450195,8415.094136689726,8095.33005365,7775.565970610275
262,2015-10-26,8260.549805,8421.17284756269,8116.0600341499985,7810.947220737308
263,2015-10-27,8232.900391,8420.055822828,8134.2800536999985,7848.504284571996
264,2015-10-28,8171.200195,8390.408340091775,8153.055053699999,7915.701767308223
265,2015-10-29,8111.75,8355.521298389174,8166.477563449999,7977.433828510823
266,2015-10-30,8065.799805,8338.939660197282,8172.322558599999,8005.705457002717
267,2015-11-02,8050.799805,8320.298425008677,8177.317553749997,8034.336682491318
268,2015-11-03,8060.700195,8324.593480219264,8174.387573249999,8024.181666280735
269,2015-11-04,8040.200195,8330.374687801132,8168.7525878999995,8007.1304879988675
270,2015-11-05,7955.450195,8345.180899367393,8157.655102549999,7970.129305732606
271,2015-11-06,7954.299805,8357.18287210583,8148.902587899999,7940.622303694168
272,2015-11-09,7915.200195,8366.986522812122,8135.1775879,7903.368652987879
273,2015-11-10,7783.350098000001,8397.189788613921,8117.165087899999,7837.140387186077
274,2015-11-13,7762.25,8420.331304788084,8098.692578149999,7777.053851511914
275,2015-11-16,7806.600098000001,8430.671843675302,8083.627587949998,7736.583332224694
276,2015-11-17,7837.549805,8427.11583188943,8066.530078199998,7705.944324510565
277,2015-11-18,7731.799805,8421.621244802534,8041.212548899997,7660.80385299746
278,2015-11-19,7842.75,8393.126829120654,8019.597558649997,7646.068288179339
279,2015-11-20,7856.549805,8361.3629482565,7999.342529349997,7637.322110443493
280,2015-11-23,7849.25,8326.623710330161,7979.220019599996,7631.81632886983
281,2015-11-24,7831.600098000001,8275.33814139723,7956.027514749995,7636.716888102761
282,2015-11-26,7883.799805,8223.617208051926,7937.1900147499955,7650.762821448066
283,2015-11-27,7942.700195,8173.181598105953,7922.680004949996,7672.17841179404
284,2015-11-30,7935.25,8132.683531698916,7910.882495199995,7689.081458701074
285,2015-12-01,7954.899901999999,8105.154733097595,7903.039990299995,7700.925247502395
286,2015-12-02,7931.350098000001,8084.072172814234,7896.317504949996,7708.562837085758
287,2015-12-03,7864.149901999999,8060.417348819333,7886.985009799997,7713.552670780661
288,2015-12-04,7781.899901999999,8031.891906673458,7873.044995149996,7714.198083626534
289,2015-12-07,7765.399901999999,8004.20019953289,7859.3049804999955,7714.409761467101
290,2015-12-08,7701.700195,8000.240655413259,7846.6174804999955,7692.994305586732
291,2015-12-09,7612.5,8006.920622328281,7829.527490249997,7652.134358171713
292,2015-12-10,7683.299805,8001.9395471390135,7817.932470749995,7633.925394360977
293,2015-12-11,7610.450195,8015.090961422025,7809.2874755999965,7603.4839897779675
294,2015-12-14,7650.049805,8020.691301270085,7803.677465849995,7586.663630429905
295,2015-12-15,7700.899901999999,8020.201919997055,7798.392456049996,7576.582992102938
296,2015-12-16,7750.899901999999,8016.033959537195,7794.059960899996,7572.085962262798
297,2015-12-17,7844.350098000001,8020.720247014616,7799.6874755499975,7578.654704085379
298,2015-12-18,7761.950195,8016.319592472235,7795.647485299998,7574.975378127761
299,2015-12-21,7834.450195,8014.149324651597,7794.542504799999,7574.9356849484
300,2015-12-22,7786.100098000001,8009.490709082909,7791.385009699999,7573.279310317088
301,2015-12-23,7865.950195,8013.074605394255,7793.10251455,7573.130423705745
302,2015-12-24,7861.049805,8010.190697453535,7791.96501455,7573.739331646465
303,2015-12-28,7925.149901999999,8006.888748715686,7791.087499899999,7575.2862510843115
304,2015-12-29,7928.950195,8005.704401967665,7790.77250965,7575.840617332335
305,2015-12-30,7896.25,7994.795576316105,7787.84001455,7580.884452783895
306,2015-12-31,7946.350098000001,7997.831463647318,7788.59001455,7579.348565452682
308,2016-01-04,7791.299805,7991.165132938843,7784.947509699999,7578.729886461154
309,2016-01-05,7784.649901999999,7991.297744091845,7785.085009699998,7578.872275308152
310,2016-01-06,7741.0,7990.855354076927,7783.865014599998,7576.874675123069
311,2016-01-07,7568.299805,8003.069329902645,7777.194995099997,7551.320660297349
312,2016-01-08,7601.350098000001,8004.271574889569,7776.637499999997,7549.003425110425
313,2016-01-11,7563.850098000001,8014.314972261029,7770.665014649998,7527.015057038967
314,2016-01-12,7510.299805,8026.669667759091,7765.657495149996,7504.645322540901
315,2016-01-13,7562.399901999999,8033.176421209416,7761.274999999997,7489.373578790578
316,2016-01-14,7536.799805,8042.012472464695,7753.069995149996,7464.127517835298
317,2016-01-15,7437.799805,8058.942868158345,7737.414990299995,7415.8871124416455
318,2016-01-18,7351.0,8073.088712177978,7712.747485399996,7352.406258622013
319,2016-01-19,7435.100098000001,8076.45848494197,7696.404980549994,7316.351476158019
320,2016-01-20,7309.299805,8081.33264242135,7670.147461049994,7258.962279678637
321,2016-01-21,7276.799805,8087.497835909101,7644.682446399993,7201.867056890885
322,2016-01-22,7422.450195,8063.0810254453045,7622.507446399994,7181.933867354683
323,2016-01-25,7436.149901999999,8034.317402000599,7601.262451249994,7168.207500499389
324,2016-01-27,7437.75,7987.477177067703,7576.892456149993,7166.307735232283
325,2016-01-28,7424.649901999999,7932.057117897291,7551.677441499994,7171.297765102696
326,2016-01-29,7563.549805,7879.364053274103,7535.042431749993,7190.720810225883
327,2016-02-01,7555.950195,7800.880968060692,7515.522436599994,7230.163905139296
328,2016-02-02,7455.549805,7753.664128425187,7498.7349365999935,7243.8057447748
329,2016-02-03,7361.799805,7700.851070346124,7477.592431749993,7254.333793153862
330,2016-02-04,7404.0,7648.311278120447,7460.742431749993,7273.173585379538
331,2016-02-05,7489.100098000001,7638.027718789468,7456.782446399993,7275.537174010518
332,2016-02-08,7387.25,7616.3279035856685,7446.077441499993,7275.826979414318
333,2016-02-09,7298.200195,7605.786325573588,7432.7949463499945,7259.803567126401
334,2016-02-10,7215.700195,7612.152446693438,7418.064965849995,7223.977485006552
335,2016-02-11,6976.350098000001,7654.741895349937,7388.762475649995,7122.7830559500535
336,2016-02-12,6980.950195,7673.846752966909,7360.969995149996,7048.093237333083
337,2016-02-15,7162.950195,7669.886946535956,7347.227514649998,7024.56808276404
338,2016-02-16,7048.25,7681.317345881063,7332.090014649997,6982.862683418931
339,2016-02-17,7108.450195,7675.1070475961715,7315.757519499998,6956.407991403825
340,2016-02-18,7191.75,7673.494243801102,7309.880029249999,6946.265814698896
341,2016-02-19,7210.75,7672.6482809375375,7306.577539,6940.506797062462
342,2016-02-22,7234.549805,7660.365288543033,7297.182519499998,6933.999750456964
343,2016-02-23,7109.549805,7647.083361808654,7280.852514649998,6914.621667491341
344,2016-02-24,7018.700195,7636.147644300925,7259.900024399998,6883.652404499071
345,2016-02-25,6970.600098000001,7626.167741029716,7237.197534199998,6848.227327370279
346,2016-02-26,7029.75,7577.843964186818,7210.507543949998,6843.171123713178
347,2016-02-29,6987.049805,7523.997135003714,7182.062524449997,6840.12791389628
348,2016-03-01,7222.299805,7488.1122537252195,7170.400024449997,6852.687795174774
349,2016-03-02,7368.850098000001,7489.3732865538495,7170.752539099997,6852.131791646145
350,2016-03-03,7475.600098000001,7505.355658413972,7174.332543999997,6843.309429586022
351,2016-03-04,7485.350098000001,7504.420858093726,7174.145043999997,6843.869229906269
352,2016-03-08,7485.299805,7525.172827457602,7179.047534249997,6832.922241042392
353,2016-03-09,7531.799805,7568.13453568896,7190.727514749995,6813.32049381103
354,2016-03-10,7486.149901999999,7604.135479057585,7204.250000099995,6804.3645211424055
355,2016-03-11,7510.200195,7637.9811666115265,7230.942504949996,6823.903843288465
356,2016-03-14,7538.75,7670.165248260396,7258.832495199995,6847.499742139594
357,2016-03-15,7460.600098000001,7691.92206247334,7273.714990349994,6855.507918226648
358,2016-03-16,7498.75,7711.83601593027,7296.2399903499945,6880.643964769719
359,2016-03-17,7512.549805,7732.891181999145,7316.444970849993,6899.998759700841
360,2016-03-18,7604.350098000001,7768.134614229233,7337.0749757499925,6906.015337270752
361,2016-03-21,7704.25,7818.118096570886,7361.749975749993,6905.381854929099
362,2016-03-22,7714.899901999999,7863.9855588577875,7385.767480599994,6907.549402342201
363,2016-03-23,7716.5,7897.55097557578,7416.1149903499945,6934.679005124209
364,2016-03-28,7615.100098000001,7896.625636477389,7445.934985499994,6995.244334522598
365,2016-03-29,7597.0,7872.513281259866,7477.254980599993,7081.996679940121
366,2016-03-30,7735.200195,7863.00997500322,7512.527490349994,7162.045005696768
367,2016-03-31,7738.399901999999,7813.7317338593775,7550.0949951999955,7286.458256540614
368,2016-04-01,7713.049805,7798.101966825493,7574.632495199995,7351.163023574497
369,2016-04-04,7758.799805,7809.915710948845,7594.129980549995,7378.3442501511445
